x	y	precise_y	difference
+5.1710e-01	+5.9626e-01	+5.9625e-01	-1.5415e-05
+5.1720e-01	+5.9620e-01	+5.9619e-01	-1.5417e-05
+5.1730e-01	+5.9614e-01	+5.9613e-01	-1.5418e-05
+5.1740e-01	+5.9608e-01	+5.9607e-01	-1.5419e-05
+5.1750e-01	+5.9602e-01	+5.9601e-01	-1.5421e-05
+5.1760e-01	+5.9596e-01	+5.9595e-01	-1.5422e-05
+5.1770e-01	+5.9590e-01	+5.9589e-01	-1.5424e-05
+5.1780e-01	+5.9585e-01	+5.9583e-01	-1.5425e-05
+5.1790e-01	+5.9579e-01	+5.9577e-01	-1.5427e-05
+5.1800e-01	+5.9573e-01	+5.9571e-01	-1.5428e-05
+5.1810e-01	+5.9567e-01	+5.9565e-01	-1.5430e-05
+5.1820e-01	+5.9561e-01	+5.9559e-01	-1.5431e-05
+5.1830e-01	+5.9555e-01	+5.9553e-01	-1.5432e-05
+5.1840e-01	+5.9549e-01	+5.9547e-01	-1.5434e-05
+5.1850e-01	+5.9543e-01	+5.9541e-01	-1.5435e-05
+5.1860e-01	+5.9537e-01	+5.9535e-01	-1.5437e-05
+5.1870e-01	+5.9531e-01	+5.9529e-01	-1.5438e-05
+5.1880e-01	+5.9525e-01	+5.9523e-01	-1.5440e-05
+5.1890e-01	+5.9519e-01	+5.9517e-01	-1.5441e-05
+5.1900e-01	+5.9513e-01	+5.9512e-01	-1.5442e-05
+5.1910e-01	+5.9507e-01	+5.9506e-01	-1.5444e-05
+5.1920e-01	+5.9501e-01	+5.9500e-01	-1.5445e-05
+5.1930e-01	+5.9495e-01	+5.9494e-01	-1.5447e-05
+5.1940e-01	+5.9489e-01	+5.9488e-01	-1.5448e-05
+5.1950e-01	+5.9483e-01	+5.9482e-01	-1.5450e-05
+5.1960e-01	+5.9477e-01	+5.9476e-01	-1.5451e-05
+5.1970e-01	+5.9471e-01	+5.9470e-01	-1.5452e-05
+5.1980e-01	+5.9465e-01	+5.9464e-01	-1.5454e-05
+5.1990e-01	+5.9460e-01	+5.9458e-01	-1.5455e-05
+5.2000e-01	+5.9454e-01	+5.9452e-01	-1.5457e-05
+5.2010e-01	+5.9448e-01	+5.9446e-01	-1.5458e-05
+5.2020e-01	+5.9442e-01	+5.9440e-01	-1.5460e-05
+5.2030e-01	+5.9436e-01	+5.9434e-01	-1.5461e-05
+5.2040e-01	+5.9430e-01	+5.9428e-01	-1.5462e-05
+5.2050e-01	+5.9424e-01	+5.9422e-01	-1.5464e-05
+5.2060e-01	+5.9418e-01	+5.9416e-01	-1.5465e-05
+5.2070e-01	+5.9412e-01	+5.9410e-01	-1.5467e-05
+5.2080e-01	+5.9406e-01	+5.9405e-01	-1.5468e-05
+5.2090e-01	+5.9400e-01	+5.9399e-01	-1.5470e-05
+5.2100e-01	+5.9394e-01	+5.9393e-01	-1.5471e-05
+5.2110e-01	+5.9388e-01	+5.9387e-01	-1.5472e-05
+5.2120e-01	+5.9382e-01	+5.9381e-01	-1.5474e-05
+5.2130e-01	+5.9376e-01	+5.9375e-01	-1.5475e-05
+5.2140e-01	+5.9370e-01	+5.9369e-01	-1.5477e-05
+5.2150e-01	+5.9364e-01	+5.9363e-01	-1.5478e-05
+5.2160e-01	+5.9359e-01	+5.9357e-01	-1.5479e-05
+5.2170e-01	+5.9353e-01	+5.9351e-01	-1.5481e-05
+5.2180e-01	+5.9347e-01	+5.9345e-01	-1.5482e-05
+5.2190e-01	+5.9341e-01	+5.9339e-01	-1.5484e-05
+5.2200e-01	+5.9335e-01	+5.9333e-01	-1.5485e-05
+5.2210e-01	+5.9329e-01	+5.9327e-01	-1.5487e-05
+5.2220e-01	+5.9323e-01	+5.9321e-01	-1.5488e-05
+5.2230e-01	+5.9317e-01	+5.9315e-01	-1.5489e-05
+5.2240e-01	+5.9311e-01	+5.9310e-01	-1.5491e-05
+5.2250e-01	+5.9305e-01	+5.9304e-01	-1.5492e-05
+5.2260e-01	+5.9299e-01	+5.9298e-01	-1.5494e-05
+5.2270e-01	+5.9293e-01	+5.9292e-01	-1.5495e-05
+5.2280e-01	+5.9287e-01	+5.9286e-01	-1.5496e-05
+5.2290e-01	+5.9281e-01	+5.9280e-01	-1.5498e-05
+5.2300e-01	+5.9276e-01	+5.9274e-01	-1.5499e-05
+5.2310e-01	+5.9270e-01	+5.9268e-01	-1.5501e-05
+5.2320e-01	+5.9264e-01	+5.9262e-01	-1.5502e-05
+5.2330e-01	+5.9258e-01	+5.9256e-01	-1.5504e-05
+5.2340e-01	+5.9252e-01	+5.9250e-01	-1.5505e-05
+5.2350e-01	+5.9246e-01	+5.9244e-01	-1.5506e-05
+5.2360e-01	+5.9240e-01	+5.9238e-01	-1.5508e-05
+5.2370e-01	+5.9234e-01	+5.9232e-01	-1.5509e-05
+5.2380e-01	+5.9228e-01	+5.9227e-01	-1.5511e-05
+5.2390e-01	+5.9222e-01	+5.9221e-01	-1.5512e-05
+5.2400e-01	+5.9216e-01	+5.9215e-01	-1.5513e-05
+5.2410e-01	+5.9210e-01	+5.9209e-01	-1.5515e-05
+5.2420e-01	+5.9204e-01	+5.9203e-01	-1.5516e-05
+5.2430e-01	+5.9199e-01	+5.9197e-01	-1.5518e-05
+5.2440e-01	+5.9193e-01	+5.9191e-01	-1.5519e-05
+5.2450e-01	+5.9187e-01	+5.9185e-01	-1.5520e-05
+5.2460e-01	+5.9181e-01	+5.9179e-01	-1.5522e-05
+5.2470e-01	+5.9175e-01	+5.9173e-01	-1.5523e-05
+5.2480e-01	+5.9169e-01	+5.9167e-01	-1.5525e-05
+5.2490e-01	+5.9163e-01	+5.9161e-01	-1.5526e-05
+5.2500e-01	+5.9157e-01	+5.9156e-01	-1.5527e-05
+5.2510e-01	+5.9151e-01	+5.9150e-01	-1.5529e-05
+5.2520e-01	+5.9145e-01	+5.9144e-01	-1.5530e-05
+5.2530e-01	+5.9139e-01	+5.9138e-01	-1.5532e-05
+5.2540e-01	+5.9133e-01	+5.9132e-01	-1.5533e-05
+5.2550e-01	+5.9128e-01	+5.9126e-01	-1.5535e-05
+5.2560e-01	+5.9122e-01	+5.9120e-01	-1.5536e-05
+5.2570e-01	+5.9116e-01	+5.9114e-01	-1.5537e-05
+5.2580e-01	+5.9110e-01	+5.9108e-01	-1.5539e-05
+5.2590e-01	+5.9104e-01	+5.9102e-01	-1.5540e-05
+5.2600e-01	+5.9098e-01	+5.9096e-01	-1.5542e-05
+5.2610e-01	+5.9092e-01	+5.9091e-01	-1.5543e-05
+5.2620e-01	+5.9086e-01	+5.9085e-01	-1.5544e-05
+5.2630e-01	+5.9080e-01	+5.9079e-01	-1.5546e-05
+5.2640e-01	+5.9074e-01	+5.9073e-01	-1.5547e-05
+5.2650e-01	+5.9068e-01	+5.9067e-01	-1.5549e-05
+5.2660e-01	+5.9063e-01	+5.9061e-01	-1.5550e-05
+5.2670e-01	+5.9057e-01	+5.9055e-01	-1.5551e-05
+5.2680e-01	+5.9051e-01	+5.9049e-01	-1.5553e-05
+5.2690e-01	+5.9045e-01	+5.9043e-01	-1.5554e-05
+5.2700e-01	+5.9039e-01	+5.9037e-01	-1.5556e-05
+5.2710e-01	+5.9033e-01	+5.9031e-01	-1.5557e-05
+5.2720e-01	+5.9027e-01	+5.9026e-01	-1.5558e-05
+5.2730e-01	+5.9021e-01	+5.9020e-01	-1.5560e-05
+5.2740e-01	+5.9015e-01	+5.9014e-01	-1.5561e-05
+5.2750e-01	+5.9009e-01	+5.9008e-01	-1.5562e-05
+5.2760e-01	+5.9003e-01	+5.9002e-01	-1.5564e-05
+5.2770e-01	+5.8998e-01	+5.8996e-01	-1.5565e-05
+5.2780e-01	+5.8992e-01	+5.8990e-01	-1.5567e-05
+5.2790e-01	+5.8986e-01	+5.8984e-01	-1.5568e-05
+5.2800e-01	+5.8980e-01	+5.8978e-01	-1.5569e-05
+5.2810e-01	+5.8974e-01	+5.8972e-01	-1.5571e-05
+5.2820e-01	+5.8968e-01	+5.8967e-01	-1.5572e-05
+5.2830e-01	+5.8962e-01	+5.8961e-01	-1.5574e-05
+5.2840e-01	+5.8956e-01	+5.8955e-01	-1.5575e-05
+5.2850e-01	+5.8950e-01	+5.8949e-01	-1.5576e-05
+5.2860e-01	+5.8945e-01	+5.8943e-01	-1.5578e-05
+5.2870e-01	+5.8939e-01	+5.8937e-01	-1.5579e-05
+5.2880e-01	+5.8933e-01	+5.8931e-01	-1.5581e-05
+5.2890e-01	+5.8927e-01	+5.8925e-01	-1.5582e-05
+5.2900e-01	+5.8921e-01	+5.8919e-01	-1.5583e-05
+5.2910e-01	+5.8915e-01	+5.8913e-01	-1.5585e-05
+5.2920e-01	+5.8909e-01	+5.8908e-01	-1.5586e-05
+5.2930e-01	+5.8903e-01	+5.8902e-01	-1.5588e-05
+5.2940e-01	+5.8897e-01	+5.8896e-01	-1.5589e-05
+5.2950e-01	+5.8891e-01	+5.8890e-01	-1.5590e-05
+5.2960e-01	+5.8886e-01	+5.8884e-01	-1.5592e-05
+5.2970e-01	+5.8880e-01	+5.8878e-01	-1.5593e-05
+5.2980e-01	+5.8874e-01	+5.8872e-01	-1.5594e-05
+5.2990e-01	+5.8868e-01	+5.8866e-01	-1.5596e-05
+5.3000e-01	+5.8862e-01	+5.8860e-01	-1.5597e-05
+5.3010e-01	+5.8856e-01	+5.8855e-01	-1.5599e-05
+5.3020e-01	+5.8850e-01	+5.8849e-01	-1.5600e-05
+5.3030e-01	+5.8844e-01	+5.8843e-01	-1.5601e-05
+5.3040e-01	+5.8839e-01	+5.8837e-01	-1.5603e-05
+5.3050e-01	+5.8833e-01	+5.8831e-01	-1.5604e-05
+5.3060e-01	+5.8827e-01	+5.8825e-01	-1.5605e-05
+5.3070e-01	+5.8821e-01	+5.8819e-01	-1.5607e-05
+5.3080e-01	+5.8815e-01	+5.8813e-01	-1.5608e-05
+5.3090e-01	+5.8809e-01	+5.8808e-01	-1.5610e-05
+5.3100e-01	+5.8803e-01	+5.8802e-01	-1.5611e-05
+5.3110e-01	+5.8797e-01	+5.8796e-01	-1.5612e-05
+5.3120e-01	+5.8791e-01	+5.8790e-01	-1.5614e-05
+5.3130e-01	+5.8786e-01	+5.8784e-01	-1.5615e-05
+5.3140e-01	+5.8780e-01	+5.8778e-01	-1.5617e-05
+5.3150e-01	+5.8774e-01	+5.8772e-01	-1.5618e-05
+5.3160e-01	+5.8768e-01	+5.8766e-01	-1.5619e-05
+5.3170e-01	+5.8762e-01	+5.8761e-01	-1.5621e-05
+5.3180e-01	+5.8756e-01	+5.8755e-01	-1.5622e-05
+5.3190e-01	+5.8750e-01	+5.8749e-01	-1.5623e-05
+5.3200e-01	+5.8744e-01	+5.8743e-01	-1.5625e-05
+5.3210e-01	+5.8739e-01	+5.8737e-01	-1.5626e-05
+5.3220e-01	+5.8733e-01	+5.8731e-01	-1.5628e-05
+5.3230e-01	+5.8727e-01	+5.8725e-01	-1.5629e-05
+5.3240e-01	+5.8721e-01	+5.8719e-01	-1.5630e-05
+5.3250e-01	+5.8715e-01	+5.8714e-01	-1.5632e-05
+5.3260e-01	+5.8709e-01	+5.8708e-01	-1.5633e-05
+5.3270e-01	+5.8703e-01	+5.8702e-01	-1.5634e-05
+5.3280e-01	+5.8697e-01	+5.8696e-01	-1.5636e-05
+5.3290e-01	+5.8692e-01	+5.8690e-01	-1.5637e-05
+5.3300e-01	+5.8686e-01	+5.8684e-01	-1.5638e-05
+5.3310e-01	+5.8680e-01	+5.8678e-01	-1.5640e-05
+5.3320e-01	+5.8674e-01	+5.8672e-01	-1.5641e-05
+5.3330e-01	+5.8668e-01	+5.8667e-01	-1.5643e-05
+5.3340e-01	+5.8662e-01	+5.8661e-01	-1.5644e-05
+5.3350e-01	+5.8656e-01	+5.8655e-01	-1.5645e-05
+5.3360e-01	+5.8651e-01	+5.8649e-01	-1.5647e-05
+5.3370e-01	+5.8645e-01	+5.8643e-01	-1.5648e-05
+5.3380e-01	+5.8639e-01	+5.8637e-01	-1.5649e-05
+5.3390e-01	+5.8633e-01	+5.8631e-01	-1.5651e-05
+5.3400e-01	+5.8627e-01	+5.8626e-01	-1.5652e-05
+5.3410e-01	+5.8621e-01	+5.8620e-01	-1.5654e-05
+5.3420e-01	+5.8615e-01	+5.8614e-01	-1.5655e-05
+5.3430e-01	+5.8610e-01	+5.8608e-01	-1.5656e-05
+5.3440e-01	+5.8604e-01	+5.8602e-01	-1.5658e-05
+5.3450e-01	+5.8598e-01	+5.8596e-01	-1.5659e-05
+5.3460e-01	+5.8592e-01	+5.8590e-01	-1.5660e-05
+5.3470e-01	+5.8586e-01	+5.8585e-01	-1.5662e-05
+5.3480e-01	+5.8580e-01	+5.8579e-01	-1.5663e-05
+5.3490e-01	+5.8574e-01	+5.8573e-01	-1.5664e-05
+5.3500e-01	+5.8568e-01	+5.8567e-01	-1.5666e-05
+5.3510e-01	+5.8563e-01	+5.8561e-01	-1.5667e-05
+5.3520e-01	+5.8557e-01	+5.8555e-01	-1.5669e-05
+5.3530e-01	+5.8551e-01	+5.8549e-01	-1.5670e-05
+5.3540e-01	+5.8545e-01	+5.8544e-01	-1.5671e-05
+5.3550e-01	+5.8539e-01	+5.8538e-01	-1.5673e-05
+5.3560e-01	+5.8533e-01	+5.8532e-01	-1.5674e-05
+5.3570e-01	+5.8528e-01	+5.8526e-01	-1.5675e-05
+5.3580e-01	+5.8522e-01	+5.8520e-01	-1.5677e-05
+5.3590e-01	+5.8516e-01	+5.8514e-01	-1.5678e-05
+5.3600e-01	+5.8510e-01	+5.8508e-01	-1.5679e-05
+5.3610e-01	+5.8504e-01	+5.8503e-01	-1.5681e-05
+5.3620e-01	+5.8498e-01	+5.8497e-01	-1.5682e-05
+5.3630e-01	+5.8492e-01	+5.8491e-01	-1.5683e-05
+5.3640e-01	+5.8487e-01	+5.8485e-01	-1.5685e-05
+5.3650e-01	+5.8481e-01	+5.8479e-01	-1.5686e-05
+5.3660e-01	+5.8475e-01	+5.8473e-01	-1.5688e-05
+5.3670e-01	+5.8469e-01	+5.8467e-01	-1.5689e-05
+5.3680e-01	+5.8463e-01	+5.8462e-01	-1.5690e-05
+5.3690e-01	+5.8457e-01	+5.8456e-01	-1.5692e-05
+5.3700e-01	+5.8451e-01	+5.8450e-01	-1.5693e-05
+5.3710e-01	+5.8446e-01	+5.8444e-01	-1.5694e-05
+5.3720e-01	+5.8440e-01	+5.8438e-01	-1.5696e-05
+5.3730e-01	+5.8434e-01	+5.8432e-01	-1.5697e-05
+5.3740e-01	+5.8428e-01	+5.8427e-01	-1.5698e-05
+5.3750e-01	+5.8422e-01	+5.8421e-01	-1.5700e-05
+5.3760e-01	+5.8416e-01	+5.8415e-01	-1.5701e-05
+5.3770e-01	+5.8411e-01	+5.8409e-01	-1.5702e-05
+5.3780e-01	+5.8405e-01	+5.8403e-01	-1.5704e-05
+5.3790e-01	+5.8399e-01	+5.8397e-01	-1.5705e-05
+5.3800e-01	+5.8393e-01	+5.8391e-01	-1.5706e-05
+5.3810e-01	+5.8387e-01	+5.8386e-01	-1.5708e-05
+5.3820e-01	+5.8381e-01	+5.8380e-01	-1.5709e-05
+5.3830e-01	+5.8376e-01	+5.8374e-01	-1.5711e-05
+5.3840e-01	+5.8370e-01	+5.8368e-01	-1.5712e-05
+5.3850e-01	+5.8364e-01	+5.8362e-01	-1.5713e-05
+5.3860e-01	+5.8358e-01	+5.8356e-01	-1.5715e-05
+5.3870e-01	+5.8352e-01	+5.8351e-01	-1.5716e-05
+5.3880e-01	+5.8346e-01	+5.8345e-01	-1.5717e-05
+5.3890e-01	+5.8341e-01	+5.8339e-01	-1.5719e-05
+5.3900e-01	+5.8335e-01	+5.8333e-01	-1.5720e-05
+5.3910e-01	+5.8329e-01	+5.8327e-01	-1.5721e-05
+5.3920e-01	+5.8323e-01	+5.8321e-01	-1.5723e-05
+5.3930e-01	+5.8317e-01	+5.8316e-01	-1.5724e-05
+5.3940e-01	+5.8311e-01	+5.8310e-01	-1.5725e-05
+5.3950e-01	+5.8306e-01	+5.8304e-01	-1.5727e-05
+5.3960e-01	+5.8300e-01	+5.8298e-01	-1.5728e-05
+5.3970e-01	+5.8294e-01	+5.8292e-01	-1.5729e-05
+5.3980e-01	+5.8288e-01	+5.8286e-01	-1.5731e-05
+5.3990e-01	+5.8282e-01	+5.8281e-01	-1.5732e-05
+5.4000e-01	+5.8276e-01	+5.8275e-01	-1.5733e-05
+5.4010e-01	+5.8271e-01	+5.8269e-01	-1.5735e-05
+5.4020e-01	+5.8265e-01	+5.8263e-01	-1.5736e-05
+5.4030e-01	+5.8259e-01	+5.8257e-01	-1.5737e-05
+5.4040e-01	+5.8253e-01	+5.8252e-01	-1.5739e-05
+5.4050e-01	+5.8247e-01	+5.8246e-01	-1.5740e-05
+5.4060e-01	+5.8241e-01	+5.8240e-01	-1.5741e-05
+5.4070e-01	+5.8236e-01	+5.8234e-01	-1.5743e-05
+5.4080e-01	+5.8230e-01	+5.8228e-01	-1.5744e-05
+5.4090e-01	+5.8224e-01	+5.8222e-01	-1.5745e-05
+5.4100e-01	+5.8218e-01	+5.8217e-01	-1.5747e-05
+5.4110e-01	+5.8212e-01	+5.8211e-01	-1.5748e-05
+5.4120e-01	+5.8207e-01	+5.8205e-01	-1.5749e-05
+5.4130e-01	+5.8201e-01	+5.8199e-01	-1.5751e-05
+5.4140e-01	+5.8195e-01	+5.8193e-01	-1.5752e-05
+5.4150e-01	+5.8189e-01	+5.8187e-01	-1.5753e-05
+5.4160e-01	+5.8183e-01	+5.8182e-01	-1.5755e-05
+5.4170e-01	+5.8177e-01	+5.8176e-01	-1.5756e-05
+5.4180e-01	+5.8172e-01	+5.8170e-01	-1.5757e-05
+5.4190e-01	+5.8166e-01	+5.8164e-01	-1.5759e-05
+5.4200e-01	+5.8160e-01	+5.8158e-01	-1.5760e-05
+5.4210e-01	+5.8154e-01	+5.8153e-01	-1.5761e-05
+5.4220e-01	+5.8148e-01	+5.8147e-01	-1.5763e-05
+5.4230e-01	+5.8143e-01	+5.8141e-01	-1.5764e-05
+5.4240e-01	+5.8137e-01	+5.8135e-01	-1.5765e-05
+5.4250e-01	+5.8131e-01	+5.8129e-01	-1.5767e-05
+5.4260e-01	+5.8125e-01	+5.8124e-01	-1.5768e-05
+5.4270e-01	+5.8119e-01	+5.8118e-01	-1.5769e-05
+5.4280e-01	+5.8113e-01	+5.8112e-01	-1.5771e-05
+5.4290e-01	+5.8108e-01	+5.8106e-01	-1.5772e-05
+5.4300e-01	+5.8102e-01	+5.8100e-01	-1.5773e-05
+5.4310e-01	+5.8096e-01	+5.8094e-01	-1.5775e-05
+5.4320e-01	+5.8090e-01	+5.8089e-01	-1.5776e-05
+5.4330e-01	+5.8084e-01	+5.8083e-01	-1.5777e-05
+5.4340e-01	+5.8079e-01	+5.8077e-01	-1.5779e-05
+5.4350e-01	+5.8073e-01	+5.8071e-01	-1.5780e-05
+5.4360e-01	+5.8067e-01	+5.8065e-01	-1.5781e-05
+5.4370e-01	+5.8061e-01	+5.8060e-01	-1.5783e-05
+5.4380e-01	+5.8055e-01	+5.8054e-01	-1.5784e-05
+5.4390e-01	+5.8050e-01	+5.8048e-01	-1.5785e-05
+5.4400e-01	+5.8044e-01	+5.8042e-01	-1.5787e-05
+5.4410e-01	+5.8038e-01	+5.8036e-01	-1.5788e-05
+5.4420e-01	+5.8032e-01	+5.8031e-01	-1.5789e-05
+5.4430e-01	+5.8026e-01	+5.8025e-01	-1.5791e-05
+5.4440e-01	+5.8021e-01	+5.8019e-01	-1.5792e-05
+5.4450e-01	+5.8015e-01	+5.8013e-01	-1.5793e-05
+5.4460e-01	+5.8009e-01	+5.8007e-01	-1.5795e-05
+5.4470e-01	+5.8003e-01	+5.8002e-01	-1.5796e-05
+5.4480e-01	+5.7997e-01	+5.7996e-01	-1.5797e-05
+5.4490e-01	+5.7992e-01	+5.7990e-01	-1.5799e-05
+5.4500e-01	+5.7986e-01	+5.7984e-01	-1.5800e-05
+5.4510e-01	+5.7980e-01	+5.7978e-01	-1.5801e-05
+5.4520e-01	+5.7974e-01	+5.7973e-01	-1.5802e-05
+5.4530e-01	+5.7968e-01	+5.7967e-01	-1.5804e-05
+5.4540e-01	+5.7963e-01	+5.7961e-01	-1.5805e-05
+5.4550e-01	+5.7957e-01	+5.7955e-01	-1.5806e-05
+5.4560e-01	+5.7951e-01	+5.7949e-01	-1.5808e-05
+5.4570e-01	+5.7945e-01	+5.7944e-01	-1.5809e-05
+5.4580e-01	+5.7939e-01	+5.7938e-01	-1.5810e-05
+5.4590e-01	+5.7934e-01	+5.7932e-01	-1.5812e-05
+5.4600e-01	+5.7928e-01	+5.7926e-01	-1.5813e-05
+5.4610e-01	+5.7922e-01	+5.7920e-01	-1.5814e-05
+5.4620e-01	+5.7916e-01	+5.7915e-01	-1.5816e-05
+5.4630e-01	+5.7910e-01	+5.7909e-01	-1.5817e-05
+5.4640e-01	+5.7905e-01	+5.7903e-01	-1.5818e-05
+5.4650e-01	+5.7899e-01	+5.7897e-01	-1.5820e-05
+5.4660e-01	+5.7893e-01	+5.7891e-01	-1.5821e-05
+5.4670e-01	+5.7887e-01	+5.7886e-01	-1.5822e-05
+5.4680e-01	+5.7881e-01	+5.7880e-01	-1.5824e-05
+5.4690e-01	+5.7876e-01	+5.7874e-01	-1.5825e-05
+5.4700e-01	+5.7870e-01	+5.7868e-01	-1.5826e-05
+5.4710e-01	+5.7864e-01	+5.7863e-01	-1.5827e-05
+5.4720e-01	+5.7858e-01	+5.7857e-01	-1.5829e-05
+5.4730e-01	+5.7853e-01	+5.7851e-01	-1.5830e-05
+5.4740e-01	+5.7847e-01	+5.7845e-01	-1.5831e-05
+5.4750e-01	+5.7841e-01	+5.7839e-01	-1.5833e-05
+5.4760e-01	+5.7835e-01	+5.7834e-01	-1.5834e-05
+5.4770e-01	+5.7829e-01	+5.7828e-01	-1.5835e-05
+5.4780e-01	+5.7824e-01	+5.7822e-01	-1.5837e-05
+5.4790e-01	+5.7818e-01	+5.7816e-01	-1.5838e-05
+5.4800e-01	+5.7812e-01	+5.7810e-01	-1.5839e-05
+5.4810e-01	+5.7806e-01	+5.7805e-01	-1.5841e-05
+5.4820e-01	+5.7801e-01	+5.7799e-01	-1.5842e-05
+5.4830e-01	+5.7795e-01	+5.7793e-01	-1.5843e-05
+5.4840e-01	+5.7789e-01	+5.7787e-01	-1.5844e-05
+5.4850e-01	+5.7783e-01	+5.7782e-01	-1.5846e-05
+5.4860e-01	+5.7777e-01	+5.7776e-01	-1.5847e-05
+5.4870e-01	+5.7772e-01	+5.7770e-01	-1.5848e-05
+5.4880e-01	+5.7766e-01	+5.7764e-01	-1.5850e-05
+5.4890e-01	+5.7760e-01	+5.7758e-01	-1.5851e-05
+5.4900e-01	+5.7754e-01	+5.7753e-01	-1.5852e-05
+5.4910e-01	+5.7749e-01	+5.7747e-01	-1.5854e-05
+5.4920e-01	+5.7743e-01	+5.7741e-01	-1.5855e-05
+5.4930e-01	+5.7737e-01	+5.7735e-01	-1.5856e-05
+5.4940e-01	+5.7731e-01	+5.7730e-01	-1.5857e-05
+5.4950e-01	+5.7725e-01	+5.7724e-01	-1.5859e-05
+5.4960e-01	+5.7720e-01	+5.7718e-01	-1.5860e-05
+5.4970e-01	+5.7714e-01	+5.7712e-01	-1.5861e-05
+5.4980e-01	+5.7708e-01	+5.7707e-01	-1.5863e-05
+5.4990e-01	+5.7702e-01	+5.7701e-01	-1.5864e-05
+5.5000e-01	+5.7697e-01	+5.7695e-01	-1.5865e-05
+5.5010e-01	+5.7691e-01	+5.7689e-01	-1.5867e-05
+5.5020e-01	+5.7685e-01	+5.7683e-01	-1.5868e-05
+5.5030e-01	+5.7679e-01	+5.7678e-01	-1.5869e-05
+5.5040e-01	+5.7673e-01	+5.7672e-01	-1.5870e-05
+5.5050e-01	+5.7668e-01	+5.7666e-01	-1.5872e-05
+5.5060e-01	+5.7662e-01	+5.7660e-01	-1.5873e-05
+5.5070e-01	+5.7656e-01	+5.7655e-01	-1.5874e-05
+5.5080e-01	+5.7650e-01	+5.7649e-01	-1.5876e-05
+5.5090e-01	+5.7645e-01	+5.7643e-01	-1.5877e-05
+5.5100e-01	+5.7639e-01	+5.7637e-01	-1.5878e-05
+5.5110e-01	+5.7633e-01	+5.7632e-01	-1.5880e-05
+5.5120e-01	+5.7627e-01	+5.7626e-01	-1.5881e-05
+5.5130e-01	+5.7622e-01	+5.7620e-01	-1.5882e-05
+5.5140e-01	+5.7616e-01	+5.7614e-01	-1.5883e-05
+5.5150e-01	+5.7610e-01	+5.7609e-01	-1.5885e-05
+5.5160e-01	+5.7604e-01	+5.7603e-01	-1.5886e-05
+5.5170e-01	+5.7599e-01	+5.7597e-01	-1.5887e-05
+5.5180e-01	+5.7593e-01	+5.7591e-01	-1.5889e-05
+5.5190e-01	+5.7587e-01	+5.7585e-01	-1.5890e-05
+5.5200e-01	+5.7581e-01	+5.7580e-01	-1.5891e-05
+5.5210e-01	+5.7576e-01	+5.7574e-01	-1.5892e-05
+5.5220e-01	+5.7570e-01	+5.7568e-01	-1.5894e-05
+5.5230e-01	+5.7564e-01	+5.7562e-01	-1.5895e-05
+5.5240e-01	+5.7558e-01	+5.7557e-01	-1.5896e-05
+5.5250e-01	+5.7553e-01	+5.7551e-01	-1.5898e-05
+5.5260e-01	+5.7547e-01	+5.7545e-01	-1.5899e-05
+5.5270e-01	+5.7541e-01	+5.7539e-01	-1.5900e-05
+5.5280e-01	+5.7535e-01	+5.7534e-01	-1.5901e-05
+5.5290e-01	+5.7529e-01	+5.7528e-01	-1.5903e-05
+5.5300e-01	+5.7524e-01	+5.7522e-01	-1.5904e-05
+5.5310e-01	+5.7518e-01	+5.7516e-01	-1.5905e-05
+5.5320e-01	+5.7512e-01	+5.7511e-01	-1.5907e-05
+5.5330e-01	+5.7506e-01	+5.7505e-01	-1.5908e-05
+5.5340e-01	+5.7501e-01	+5.7499e-01	-1.5909e-05
+5.5350e-01	+5.7495e-01	+5.7493e-01	-1.5910e-05
+5.5360e-01	+5.7489e-01	+5.7488e-01	-1.5912e-05
+5.5370e-01	+5.7483e-01	+5.7482e-01	-1.5913e-05
+5.5380e-01	+5.7478e-01	+5.7476e-01	-1.5914e-05
+5.5390e-01	+5.7472e-01	+5.7470e-01	-1.5916e-05
+5.5400e-01	+5.7466e-01	+5.7465e-01	-1.5917e-05
+5.5410e-01	+5.7461e-01	+5.7459e-01	-1.5918e-05
+5.5420e-01	+5.7455e-01	+5.7453e-01	-1.5919e-05
+5.5430e-01	+5.7449e-01	+5.7447e-01	-1.5921e-05
+5.5440e-01	+5.7443e-01	+5.7442e-01	-1.5922e-05
+5.5450e-01	+5.7438e-01	+5.7436e-01	-1.5923e-05
+5.5460e-01	+5.7432e-01	+5.7430e-01	-1.5925e-05
+5.5470e-01	+5.7426e-01	+5.7424e-01	-1.5926e-05
+5.5480e-01	+5.7420e-01	+5.7419e-01	-1.5927e-05
+5.5490e-01	+5.7415e-01	+5.7413e-01	-1.5928e-05
+5.5500e-01	+5.7409e-01	+5.7407e-01	-1.5930e-05
+5.5510e-01	+5.7403e-01	+5.7401e-01	-1.5931e-05
+5.5520e-01	+5.7397e-01	+5.7396e-01	-1.5932e-05
+5.5530e-01	+5.7392e-01	+5.7390e-01	-1.5933e-05
+5.5540e-01	+5.7386e-01	+5.7384e-01	-1.5935e-05
+5.5550e-01	+5.7380e-01	+5.7379e-01	-1.5936e-05
+5.5560e-01	+5.7374e-01	+5.7373e-01	-1.5937e-05
+5.5570e-01	+5.7369e-01	+5.7367e-01	-1.5939e-05
+5.5580e-01	+5.7363e-01	+5.7361e-01	-1.5940e-05
