x	y	precise_y	difference
+1.0590e-01	+8.9952e-01	+8.9951e-01	-4.7626e-06
+1.0600e-01	+8.9943e-01	+8.9942e-01	-4.7666e-06
+1.0610e-01	+8.9934e-01	+8.9933e-01	-4.7707e-06
+1.0620e-01	+8.9925e-01	+8.9924e-01	-4.7747e-06
+1.0630e-01	+8.9916e-01	+8.9915e-01	-4.7787e-06
+1.0640e-01	+8.9907e-01	+8.9906e-01	-4.7827e-06
+1.0650e-01	+8.9898e-01	+8.9898e-01	-4.7867e-06
+1.0660e-01	+8.9889e-01	+8.9889e-01	-4.7908e-06
+1.0670e-01	+8.9880e-01	+8.9880e-01	-4.7948e-06
+1.0680e-01	+8.9871e-01	+8.9871e-01	-4.7988e-06
+1.0690e-01	+8.9862e-01	+8.9862e-01	-4.8028e-06
+1.0700e-01	+8.9853e-01	+8.9853e-01	-4.8068e-06
+1.0710e-01	+8.9844e-01	+8.9844e-01	-4.8108e-06
+1.0720e-01	+8.9835e-01	+8.9835e-01	-4.8148e-06
+1.0730e-01	+8.9826e-01	+8.9826e-01	-4.8188e-06
+1.0740e-01	+8.9817e-01	+8.9817e-01	-4.8228e-06
+1.0750e-01	+8.9808e-01	+8.9808e-01	-4.8269e-06
+1.0760e-01	+8.9799e-01	+8.9799e-01	-4.8309e-06
+1.0770e-01	+8.9790e-01	+8.9790e-01	-4.8349e-06
+1.0780e-01	+8.9781e-01	+8.9781e-01	-4.8389e-06
+1.0790e-01	+8.9772e-01	+8.9772e-01	-4.8429e-06
+1.0800e-01	+8.9763e-01	+8.9763e-01	-4.8469e-06
+1.0810e-01	+8.9754e-01	+8.9754e-01	-4.8509e-06
+1.0820e-01	+8.9745e-01	+8.9745e-01	-4.8549e-06
+1.0830e-01	+8.9736e-01	+8.9736e-01	-4.8589e-06
+1.0840e-01	+8.9727e-01	+8.9727e-01	-4.8629e-06
+1.0850e-01	+8.9718e-01	+8.9718e-01	-4.8669e-06
+1.0860e-01	+8.9709e-01	+8.9709e-01	-4.8709e-06
+1.0870e-01	+8.9700e-01	+8.9700e-01	-4.8749e-06
+1.0880e-01	+8.9691e-01	+8.9691e-01	-4.8789e-06
+1.0890e-01	+8.9682e-01	+8.9682e-01	-4.8829e-06
+1.0900e-01	+8.9674e-01	+8.9673e-01	-4.8869e-06
+1.0910e-01	+8.9665e-01	+8.9664e-01	-4.8909e-06
+1.0920e-01	+8.9656e-01	+8.9655e-01	-4.8949e-06
+1.0930e-01	+8.9647e-01	+8.9646e-01	-4.8988e-06
+1.0940e-01	+8.9638e-01	+8.9637e-01	-4.9028e-06
+1.0950e-01	+8.9629e-01	+8.9628e-01	-4.9068e-06
+1.0960e-01	+8.9620e-01	+8.9619e-01	-4.9108e-06
+1.0970e-01	+8.9611e-01	+8.9610e-01	-4.9148e-06
+1.0980e-01	+8.9602e-01	+8.9601e-01	-4.9188e-06
+1.0990e-01	+8.9593e-01	+8.9592e-01	-4.9228e-06
+1.1000e-01	+8.9584e-01	+8.9583e-01	-4.9268e-06
+1.1010e-01	+8.9575e-01	+8.9574e-01	-4.9308e-06
+1.1020e-01	+8.9566e-01	+8.9565e-01	-4.9347e-06
+1.1030e-01	+8.9557e-01	+8.9557e-01	-4.9387e-06
+1.1040e-01	+8.9548e-01	+8.9548e-01	-4.9427e-06
+1.1050e-01	+8.9539e-01	+8.9539e-01	-4.9467e-06
+1.1060e-01	+8.9530e-01	+8.9530e-01	-4.9507e-06
+1.1070e-01	+8.9521e-01	+8.9521e-01	-4.9547e-06
+1.1080e-01	+8.9512e-01	+8.9512e-01	-4.9586e-06
+1.1090e-01	+8.9503e-01	+8.9503e-01	-4.9626e-06
+1.1100e-01	+8.9494e-01	+8.9494e-01	-4.9666e-06
+1.1110e-01	+8.9485e-01	+8.9485e-01	-4.9706e-06
+1.1120e-01	+8.9476e-01	+8.9476e-01	-4.9745e-06
+1.1130e-01	+8.9468e-01	+8.9467e-01	-4.9785e-06
+1.1140e-01	+8.9459e-01	+8.9458e-01	-4.9825e-06
+1.1150e-01	+8.9450e-01	+8.9449e-01	-4.9865e-06
+1.1160e-01	+8.9441e-01	+8.9440e-01	-4.9904e-06
+1.1170e-01	+8.9432e-01	+8.9431e-01	-4.9944e-06
+1.1180e-01	+8.9423e-01	+8.9422e-01	-4.9984e-06
+1.1190e-01	+8.9414e-01	+8.9413e-01	-5.0024e-06
+1.1200e-01	+8.9405e-01	+8.9404e-01	-5.0063e-06
+1.1210e-01	+8.9396e-01	+8.9395e-01	-5.0103e-06
+1.1220e-01	+8.9387e-01	+8.9387e-01	-5.0143e-06
+1.1230e-01	+8.9378e-01	+8.9378e-01	-5.0182e-06
+1.1240e-01	+8.9369e-01	+8.9369e-01	-5.0222e-06
+1.1250e-01	+8.9360e-01	+8.9360e-01	-5.0262e-06
+1.1260e-01	+8.9351e-01	+8.9351e-01	-5.0301e-06
+1.1270e-01	+8.9342e-01	+8.9342e-01	-5.0341e-06
+1.1280e-01	+8.9333e-01	+8.9333e-01	-5.0381e-06
+1.1290e-01	+8.9325e-01	+8.9324e-01	-5.0420e-06
+1.1300e-01	+8.9316e-01	+8.9315e-01	-5.0460e-06
+1.1310e-01	+8.9307e-01	+8.9306e-01	-5.0499e-06
+1.1320e-01	+8.9298e-01	+8.9297e-01	-5.0539e-06
+1.1330e-01	+8.9289e-01	+8.9288e-01	-5.0579e-06
+1.1340e-01	+8.9280e-01	+8.9279e-01	-5.0618e-06
+1.1350e-01	+8.9271e-01	+8.9270e-01	-5.0658e-06
+1.1360e-01	+8.9262e-01	+8.9261e-01	-5.0697e-06
+1.1370e-01	+8.9253e-01	+8.9253e-01	-5.0737e-06
+1.1380e-01	+8.9244e-01	+8.9244e-01	-5.0776e-06
+1.1390e-01	+8.9235e-01	+8.9235e-01	-5.0816e-06
+1.1400e-01	+8.9226e-01	+8.9226e-01	-5.0855e-06
+1.1410e-01	+8.9217e-01	+8.9217e-01	-5.0895e-06
+1.1420e-01	+8.9208e-01	+8.9208e-01	-5.0934e-06
+1.1430e-01	+8.9200e-01	+8.9199e-01	-5.0974e-06
+1.1440e-01	+8.9191e-01	+8.9190e-01	-5.1013e-06
+1.1450e-01	+8.9182e-01	+8.9181e-01	-5.1053e-06
+1.1460e-01	+8.9173e-01	+8.9172e-01	-5.1092e-06
+1.1470e-01	+8.9164e-01	+8.9163e-01	-5.1132e-06
+1.1480e-01	+8.9155e-01	+8.9154e-01	-5.1171e-06
+1.1490e-01	+8.9146e-01	+8.9146e-01	-5.1211e-06
+1.1500e-01	+8.9137e-01	+8.9137e-01	-5.1250e-06
+1.1510e-01	+8.9128e-01	+8.9128e-01	-5.1290e-06
+1.1520e-01	+8.9119e-01	+8.9119e-01	-5.1329e-06
+1.1530e-01	+8.9110e-01	+8.9110e-01	-5.1369e-06
+1.1540e-01	+8.9101e-01	+8.9101e-01	-5.1408e-06
+1.1550e-01	+8.9093e-01	+8.9092e-01	-5.1447e-06
+1.1560e-01	+8.9084e-01	+8.9083e-01	-5.1487e-06
+1.1570e-01	+8.9075e-01	+8.9074e-01	-5.1526e-06
+1.1580e-01	+8.9066e-01	+8.9065e-01	-5.1566e-06
+1.1590e-01	+8.9057e-01	+8.9056e-01	-5.1605e-06
+1.1600e-01	+8.9048e-01	+8.9048e-01	-5.1644e-06
+1.1610e-01	+8.9039e-01	+8.9039e-01	-5.1684e-06
+1.1620e-01	+8.9030e-01	+8.9030e-01	-5.1723e-06
+1.1630e-01	+8.9021e-01	+8.9021e-01	-5.1762e-06
+1.1640e-01	+8.9012e-01	+8.9012e-01	-5.1802e-06
+1.1650e-01	+8.9004e-01	+8.9003e-01	-5.1841e-06
+1.1660e-01	+8.8995e-01	+8.8994e-01	-5.1880e-06
+1.1670e-01	+8.8986e-01	+8.8985e-01	-5.1920e-06
+1.1680e-01	+8.8977e-01	+8.8976e-01	-5.1959e-06
+1.1690e-01	+8.8968e-01	+8.8967e-01	-5.1998e-06
+1.1700e-01	+8.8959e-01	+8.8959e-01	-5.2037e-06
+1.1710e-01	+8.8950e-01	+8.8950e-01	-5.2077e-06
+1.1720e-01	+8.8941e-01	+8.8941e-01	-5.2116e-06
+1.1730e-01	+8.8932e-01	+8.8932e-01	-5.2155e-06
+1.1740e-01	+8.8923e-01	+8.8923e-01	-5.2194e-06
+1.1750e-01	+8.8915e-01	+8.8914e-01	-5.2234e-06
+1.1760e-01	+8.8906e-01	+8.8905e-01	-5.2273e-06
+1.1770e-01	+8.8897e-01	+8.8896e-01	-5.2312e-06
+1.1780e-01	+8.8888e-01	+8.8887e-01	-5.2351e-06
+1.1790e-01	+8.8879e-01	+8.8878e-01	-5.2391e-06
+1.1800e-01	+8.8870e-01	+8.8870e-01	-5.2430e-06
+1.1810e-01	+8.8861e-01	+8.8861e-01	-5.2469e-06
+1.1820e-01	+8.8852e-01	+8.8852e-01	-5.2508e-06
+1.1830e-01	+8.8843e-01	+8.8843e-01	-5.2547e-06
+1.1840e-01	+8.8835e-01	+8.8834e-01	-5.2586e-06
+1.1850e-01	+8.8826e-01	+8.8825e-01	-5.2626e-06
+1.1860e-01	+8.8817e-01	+8.8816e-01	-5.2665e-06
+1.1870e-01	+8.8808e-01	+8.8807e-01	-5.2704e-06
+1.1880e-01	+8.8799e-01	+8.8799e-01	-5.2743e-06
+1.1890e-01	+8.8790e-01	+8.8790e-01	-5.2782e-06
+1.1900e-01	+8.8781e-01	+8.8781e-01	-5.2821e-06
+1.1910e-01	+8.8772e-01	+8.8772e-01	-5.2860e-06
+1.1920e-01	+8.8764e-01	+8.8763e-01	-5.2899e-06
+1.1930e-01	+8.8755e-01	+8.8754e-01	-5.2938e-06
+1.1940e-01	+8.8746e-01	+8.8745e-01	-5.2978e-06
+1.1950e-01	+8.8737e-01	+8.8736e-01	-5.3017e-06
+1.1960e-01	+8.8728e-01	+8.8728e-01	-5.3056e-06
+1.1970e-01	+8.8719e-01	+8.8719e-01	-5.3095e-06
+1.1980e-01	+8.8710e-01	+8.8710e-01	-5.3134e-06
+1.1990e-01	+8.8701e-01	+8.8701e-01	-5.3173e-06
+1.2000e-01	+8.8693e-01	+8.8692e-01	-5.3212e-06
+1.2010e-01	+8.8684e-01	+8.8683e-01	-5.3251e-06
+1.2020e-01	+8.8675e-01	+8.8674e-01	-5.3290e-06
+1.2030e-01	+8.8666e-01	+8.8665e-01	-5.3329e-06
+1.2040e-01	+8.8657e-01	+8.8657e-01	-5.3368e-06
+1.2050e-01	+8.8648e-01	+8.8648e-01	-5.3407e-06
+1.2060e-01	+8.8639e-01	+8.8639e-01	-5.3446e-06
+1.2070e-01	+8.8631e-01	+8.8630e-01	-5.3485e-06
+1.2080e-01	+8.8622e-01	+8.8621e-01	-5.3524e-06
+1.2090e-01	+8.8613e-01	+8.8612e-01	-5.3563e-06
+1.2100e-01	+8.8604e-01	+8.8603e-01	-5.3602e-06
+1.2110e-01	+8.8595e-01	+8.8595e-01	-5.3641e-06
+1.2120e-01	+8.8586e-01	+8.8586e-01	-5.3680e-06
+1.2130e-01	+8.8577e-01	+8.8577e-01	-5.3718e-06
+1.2140e-01	+8.8568e-01	+8.8568e-01	-5.3757e-06
+1.2150e-01	+8.8560e-01	+8.8559e-01	-5.3796e-06
+1.2160e-01	+8.8551e-01	+8.8550e-01	-5.3835e-06
+1.2170e-01	+8.8542e-01	+8.8541e-01	-5.3874e-06
+1.2180e-01	+8.8533e-01	+8.8533e-01	-5.3913e-06
+1.2190e-01	+8.8524e-01	+8.8524e-01	-5.3952e-06
+1.2200e-01	+8.8515e-01	+8.8515e-01	-5.3991e-06
+1.2210e-01	+8.8507e-01	+8.8506e-01	-5.4029e-06
+1.2220e-01	+8.8498e-01	+8.8497e-01	-5.4068e-06
+1.2230e-01	+8.8489e-01	+8.8488e-01	-5.4107e-06
+1.2240e-01	+8.8480e-01	+8.8479e-01	-5.4146e-06
+1.2250e-01	+8.8471e-01	+8.8471e-01	-5.4185e-06
+1.2260e-01	+8.8462e-01	+8.8462e-01	-5.4224e-06
+1.2270e-01	+8.8453e-01	+8.8453e-01	-5.4262e-06
+1.2280e-01	+8.8445e-01	+8.8444e-01	-5.4301e-06
+1.2290e-01	+8.8436e-01	+8.8435e-01	-5.4340e-06
+1.2300e-01	+8.8427e-01	+8.8426e-01	-5.4379e-06
+1.2310e-01	+8.8418e-01	+8.8418e-01	-5.4418e-06
+1.2320e-01	+8.8409e-01	+8.8409e-01	-5.4456e-06
+1.2330e-01	+8.8400e-01	+8.8400e-01	-5.4495e-06
+1.2340e-01	+8.8392e-01	+8.8391e-01	-5.4534e-06
+1.2350e-01	+8.8383e-01	+8.8382e-01	-5.4573e-06
+1.2360e-01	+8.8374e-01	+8.8373e-01	-5.4611e-06
+1.2370e-01	+8.8365e-01	+8.8364e-01	-5.4650e-06
+1.2380e-01	+8.8356e-01	+8.8356e-01	-5.4689e-06
+1.2390e-01	+8.8347e-01	+8.8347e-01	-5.4727e-06
+1.2400e-01	+8.8339e-01	+8.8338e-01	-5.4766e-06
+1.2410e-01	+8.8330e-01	+8.8329e-01	-5.4805e-06
+1.2420e-01	+8.8321e-01	+8.8320e-01	-5.4843e-06
+1.2430e-01	+8.8312e-01	+8.8311e-01	-5.4882e-06
+1.2440e-01	+8.8303e-01	+8.8303e-01	-5.4921e-06
+1.2450e-01	+8.8294e-01	+8.8294e-01	-5.4959e-06
+1.2460e-01	+8.8286e-01	+8.8285e-01	-5.4998e-06
+1.2470e-01	+8.8277e-01	+8.8276e-01	-5.5037e-06
+1.2480e-01	+8.8268e-01	+8.8267e-01	-5.5075e-06
+1.2490e-01	+8.8259e-01	+8.8259e-01	-5.5114e-06
+1.2500e-01	+8.8250e-01	+8.8250e-01	-5.5153e-06
+1.2510e-01	+8.8241e-01	+8.8241e-01	-5.5191e-06
+1.2520e-01	+8.8233e-01	+8.8232e-01	-5.5230e-06
+1.2530e-01	+8.8224e-01	+8.8223e-01	-5.5268e-06
+1.2540e-01	+8.8215e-01	+8.8214e-01	-5.5307e-06
+1.2550e-01	+8.8206e-01	+8.8206e-01	-5.5345e-06
+1.2560e-01	+8.8197e-01	+8.8197e-01	-5.5384e-06
+1.2570e-01	+8.8188e-01	+8.8188e-01	-5.5423e-06
+1.2580e-01	+8.8180e-01	+8.8179e-01	-5.5461e-06
+1.2590e-01	+8.8171e-01	+8.8170e-01	-5.5500e-06
+1.2600e-01	+8.8162e-01	+8.8161e-01	-5.5538e-06
+1.2610e-01	+8.8153e-01	+8.8153e-01	-5.5577e-06
+1.2620e-01	+8.8144e-01	+8.8144e-01	-5.5615e-06
+1.2630e-01	+8.8136e-01	+8.8135e-01	-5.5654e-06
+1.2640e-01	+8.8127e-01	+8.8126e-01	-5.5692e-06
+1.2650e-01	+8.8118e-01	+8.8117e-01	-5.5731e-06
+1.2660e-01	+8.8109e-01	+8.8109e-01	-5.5769e-06
+1.2670e-01	+8.8100e-01	+8.8100e-01	-5.5808e-06
+1.2680e-01	+8.8092e-01	+8.8091e-01	-5.5846e-06
+1.2690e-01	+8.8083e-01	+8.8082e-01	-5.5885e-06
+1.2700e-01	+8.8074e-01	+8.8073e-01	-5.5923e-06
+1.2710e-01	+8.8065e-01	+8.8065e-01	-5.5961e-06
+1.2720e-01	+8.8056e-01	+8.8056e-01	-5.6000e-06
+1.2730e-01	+8.8048e-01	+8.8047e-01	-5.6038e-06
+1.2740e-01	+8.8039e-01	+8.8038e-01	-5.6077e-06
+1.2750e-01	+8.8030e-01	+8.8029e-01	-5.6115e-06
+1.2760e-01	+8.8021e-01	+8.8021e-01	-5.6154e-06
+1.2770e-01	+8.8012e-01	+8.8012e-01	-5.6192e-06
+1.2780e-01	+8.8003e-01	+8.8003e-01	-5.6230e-06
+1.2790e-01	+8.7995e-01	+8.7994e-01	-5.6269e-06
+1.2800e-01	+8.7986e-01	+8.7985e-01	-5.6307e-06
+1.2810e-01	+8.7977e-01	+8.7977e-01	-5.6345e-06
+1.2820e-01	+8.7968e-01	+8.7968e-01	-5.6384e-06
+1.2830e-01	+8.7960e-01	+8.7959e-01	-5.6422e-06
+1.2840e-01	+8.7951e-01	+8.7950e-01	-5.6460e-06
+1.2850e-01	+8.7942e-01	+8.7941e-01	-5.6499e-06
+1.2860e-01	+8.7933e-01	+8.7933e-01	-5.6537e-06
+1.2870e-01	+8.7924e-01	+8.7924e-01	-5.6575e-06
+1.2880e-01	+8.7916e-01	+8.7915e-01	-5.6614e-06
+1.2890e-01	+8.7907e-01	+8.7906e-01	-5.6652e-06
+1.2900e-01	+8.7898e-01	+8.7897e-01	-5.6690e-06
+1.2910e-01	+8.7889e-01	+8.7889e-01	-5.6728e-06
+1.2920e-01	+8.7880e-01	+8.7880e-01	-5.6767e-06
+1.2930e-01	+8.7872e-01	+8.7871e-01	-5.6805e-06
+1.2940e-01	+8.7863e-01	+8.7862e-01	-5.6843e-06
+1.2950e-01	+8.7854e-01	+8.7853e-01	-5.6882e-06
+1.2960e-01	+8.7845e-01	+8.7845e-01	-5.6920e-06
+1.2970e-01	+8.7836e-01	+8.7836e-01	-5.6958e-06
+1.2980e-01	+8.7828e-01	+8.7827e-01	-5.6996e-06
+1.2990e-01	+8.7819e-01	+8.7818e-01	-5.7034e-06
+1.3000e-01	+8.7810e-01	+8.7810e-01	-5.7073e-06
+1.3010e-01	+8.7801e-01	+8.7801e-01	-5.7111e-06
+1.3020e-01	+8.7793e-01	+8.7792e-01	-5.7149e-06
+1.3030e-01	+8.7784e-01	+8.7783e-01	-5.7187e-06
+1.3040e-01	+8.7775e-01	+8.7774e-01	-5.7225e-06
+1.3050e-01	+8.7766e-01	+8.7766e-01	-5.7263e-06
+1.3060e-01	+8.7757e-01	+8.7757e-01	-5.7302e-06
+1.3070e-01	+8.7749e-01	+8.7748e-01	-5.7340e-06
+1.3080e-01	+8.7740e-01	+8.7739e-01	-5.7378e-06
+1.3090e-01	+8.7731e-01	+8.7731e-01	-5.7416e-06
+1.3100e-01	+8.7722e-01	+8.7722e-01	-5.7454e-06
+1.3110e-01	+8.7714e-01	+8.7713e-01	-5.7492e-06
+1.3120e-01	+8.7705e-01	+8.7704e-01	-5.7530e-06
+1.3130e-01	+8.7696e-01	+8.7695e-01	-5.7568e-06
+1.3140e-01	+8.7687e-01	+8.7687e-01	-5.7607e-06
+1.3150e-01	+8.7679e-01	+8.7678e-01	-5.7645e-06
+1.3160e-01	+8.7670e-01	+8.7669e-01	-5.7683e-06
+1.3170e-01	+8.7661e-01	+8.7660e-01	-5.7721e-06
+1.3180e-01	+8.7652e-01	+8.7652e-01	-5.7759e-06
+1.3190e-01	+8.7643e-01	+8.7643e-01	-5.7797e-06
+1.3200e-01	+8.7635e-01	+8.7634e-01	-5.7835e-06
+1.3210e-01	+8.7626e-01	+8.7625e-01	-5.7873e-06
+1.3220e-01	+8.7617e-01	+8.7617e-01	-5.7911e-06
+1.3230e-01	+8.7608e-01	+8.7608e-01	-5.7949e-06
+1.3240e-01	+8.7600e-01	+8.7599e-01	-5.7987e-06
+1.3250e-01	+8.7591e-01	+8.7590e-01	-5.8025e-06
+1.3260e-01	+8.7582e-01	+8.7582e-01	-5.8063e-06
+1.3270e-01	+8.7573e-01	+8.7573e-01	-5.8101e-06
+1.3280e-01	+8.7565e-01	+8.7564e-01	-5.8139e-06
+1.3290e-01	+8.7556e-01	+8.7555e-01	-5.8177e-06
+1.3300e-01	+8.7547e-01	+8.7547e-01	-5.8215e-06
+1.3310e-01	+8.7538e-01	+8.7538e-01	-5.8253e-06
+1.3320e-01	+8.7530e-01	+8.7529e-01	-5.8291e-06
+1.3330e-01	+8.7521e-01	+8.7520e-01	-5.8329e-06
+1.3340e-01	+8.7512e-01	+8.7511e-01	-5.8366e-06
+1.3350e-01	+8.7503e-01	+8.7503e-01	-5.8404e-06
+1.3360e-01	+8.7495e-01	+8.7494e-01	-5.8442e-06
+1.3370e-01	+8.7486e-01	+8.7485e-01	-5.8480e-06
+1.3380e-01	+8.7477e-01	+8.7477e-01	-5.8518e-06
+1.3390e-01	+8.7468e-01	+8.7468e-01	-5.8556e-06
+1.3400e-01	+8.7460e-01	+8.7459e-01	-5.8594e-06
+1.3410e-01	+8.7451e-01	+8.7450e-01	-5.8632e-06
+1.3420e-01	+8.7442e-01	+8.7442e-01	-5.8670e-06
+1.3430e-01	+8.7433e-01	+8.7433e-01	-5.8707e-06
+1.3440e-01	+8.7425e-01	+8.7424e-01	-5.8745e-06
+1.3450e-01	+8.7416e-01	+8.7415e-01	-5.8783e-06
+1.3460e-01	+8.7407e-01	+8.7407e-01	-5.8821e-06
+1.3470e-01	+8.7398e-01	+8.7398e-01	-5.8859e-06
+1.3480e-01	+8.7390e-01	+8.7389e-01	-5.8897e-06
+1.3490e-01	+8.7381e-01	+8.7380e-01	-5.8934e-06
+1.3500e-01	+8.7372e-01	+8.7372e-01	-5.8972e-06
+1.3510e-01	+8.7363e-01	+8.7363e-01	-5.9010e-06
+1.3520e-01	+8.7355e-01	+8.7354e-01	-5.9048e-06
+1.3530e-01	+8.7346e-01	+8.7345e-01	-5.9085e-06
+1.3540e-01	+8.7337e-01	+8.7337e-01	-5.9123e-06
+1.3550e-01	+8.7329e-01	+8.7328e-01	-5.9161e-06
+1.3560e-01	+8.7320e-01	+8.7319e-01	-5.9199e-06
+1.3570e-01	+8.7311e-01	+8.7310e-01	-5.9236e-06
+1.3580e-01	+8.7302e-01	+8.7302e-01	-5.9274e-06
+1.3590e-01	+8.7294e-01	+8.7293e-01	-5.9312e-06
+1.3600e-01	+8.7285e-01	+8.7284e-01	-5.9350e-06
+1.3610e-01	+8.7276e-01	+8.7276e-01	-5.9387e-06
+1.3620e-01	+8.7267e-01	+8.7267e-01	-5.9425e-06
+1.3630e-01	+8.7259e-01	+8.7258e-01	-5.9463e-06
+1.3640e-01	+8.7250e-01	+8.7249e-01	-5.9500e-06
+1.3650e-01	+8.7241e-01	+8.7241e-01	-5.9538e-06
+1.3660e-01	+8.7233e-01	+8.7232e-01	-5.9576e-06
+1.3670e-01	+8.7224e-01	+8.7223e-01	-5.9613e-06
+1.3680e-01	+8.7215e-01	+8.7214e-01	-5.9651e-06
+1.3690e-01	+8.7206e-01	+8.7206e-01	-5.9689e-06
+1.3700e-01	+8.7198e-01	+8.7197e-01	-5.9726e-06
+1.3710e-01	+8.7189e-01	+8.7188e-01	-5.9764e-06
+1.3720e-01	+8.7180e-01	+8.7180e-01	-5.9801e-06
+1.3730e-01	+8.7171e-01	+8.7171e-01	-5.9839e-06
+1.3740e-01	+8.7163e-01	+8.7162e-01	-5.9877e-06
+1.3750e-01	+8.7154e-01	+8.7153e-01	-5.9914e-06
+1.3760e-01	+8.7145e-01	+8.7145e-01	-5.9952e-06
+1.3770e-01	+8.7137e-01	+8.7136e-01	-5.9989e-06
+1.3780e-01	+8.7128e-01	+8.7127e-01	-6.0027e-06
+1.3790e-01	+8.7119e-01	+8.7119e-01	-6.0064e-06
+1.3800e-01	+8.7110e-01	+8.7110e-01	-6.0102e-06
+1.3810e-01	+8.7102e-01	+8.7101e-01	-6.0140e-06
+1.3820e-01	+8.7093e-01	+8.7092e-01	-6.0177e-06
+1.3830e-01	+8.7084e-01	+8.7084e-01	-6.0215e-06
+1.3840e-01	+8.7076e-01	+8.7075e-01	-6.0252e-06
+1.3850e-01	+8.7067e-01	+8.7066e-01	-6.0290e-06
+1.3860e-01	+8.7058e-01	+8.7058e-01	-6.0327e-06
+1.3870e-01	+8.7050e-01	+8.7049e-01	-6.0365e-06
+1.3880e-01	+8.7041e-01	+8.7040e-01	-6.0402e-06
+1.3890e-01	+8.7032e-01	+8.7032e-01	-6.0440e-06
+1.3900e-01	+8.7023e-01	+8.7023e-01	-6.0477e-06
+1.3910e-01	+8.7015e-01	+8.7014e-01	-6.0514e-06
+1.3920e-01	+8.7006e-01	+8.7005e-01	-6.0552e-06
+1.3930e-01	+8.6997e-01	+8.6997e-01	-6.0589e-06
+1.3940e-01	+8.6989e-01	+8.6988e-01	-6.0627e-06
+1.3950e-01	+8.6980e-01	+8.6979e-01	-6.0664e-06
+1.3960e-01	+8.6971e-01	+8.6971e-01	-6.0702e-06
+1.3970e-01	+8.6963e-01	+8.6962e-01	-6.0739e-06
+1.3980e-01	+8.6954e-01	+8.6953e-01	-6.0776e-06
+1.3990e-01	+8.6945e-01	+8.6945e-01	-6.0814e-06
+1.4000e-01	+8.6936e-01	+8.6936e-01	-6.0851e-06
+1.4010e-01	+8.6928e-01	+8.6927e-01	-6.0889e-06
+1.4020e-01	+8.6919e-01	+8.6918e-01	-6.0926e-06
+1.4030e-01	+8.6910e-01	+8.6910e-01	-6.0963e-06
+1.4040e-01	+8.6902e-01	+8.6901e-01	-6.1001e-06
+1.4050e-01	+8.6893e-01	+8.6892e-01	-6.1038e-06
+1.4060e-01	+8.6884e-01	+8.6884e-01	-6.1075e-06
+1.4070e-01	+8.6876e-01	+8.6875e-01	-6.1113e-06
+1.4080e-01	+8.6867e-01	+8.6866e-01	-6.1150e-06
+1.4090e-01	+8.6858e-01	+8.6858e-01	-6.1187e-06
+1.4100e-01	+8.6850e-01	+8.6849e-01	-6.1225e-06
+1.4110e-01	+8.6841e-01	+8.6840e-01	-6.1262e-06
+1.4120e-01	+8.6832e-01	+8.6832e-01	-6.1299e-06
+1.4130e-01	+8.6823e-01	+8.6823e-01	-6.1336e-06
+1.4140e-01	+8.6815e-01	+8.6814e-01	-6.1374e-06
+1.4150e-01	+8.6806e-01	+8.6806e-01	-6.1411e-06
+1.4160e-01	+8.6797e-01	+8.6797e-01	-6.1448e-06
+1.4170e-01	+8.6789e-01	+8.6788e-01	-6.1486e-06
+1.4180e-01	+8.6780e-01	+8.6779e-01	-6.1523e-06
+1.4190e-01	+8.6771e-01	+8.6771e-01	-6.1560e-06
+1.4200e-01	+8.6763e-01	+8.6762e-01	-6.1597e-06
+1.4210e-01	+8.6754e-01	+8.6753e-01	-6.1634e-06
+1.4220e-01	+8.6745e-01	+8.6745e-01	-6.1672e-06
+1.4230e-01	+8.6737e-01	+8.6736e-01	-6.1709e-06
+1.4240e-01	+8.6728e-01	+8.6727e-01	-6.1746e-06
+1.4250e-01	+8.6719e-01	+8.6719e-01	-6.1783e-06
+1.4260e-01	+8.6711e-01	+8.6710e-01	-6.1820e-06
+1.4270e-01	+8.6702e-01	+8.6701e-01	-6.1858e-06
+1.4280e-01	+8.6693e-01	+8.6693e-01	-6.1895e-06
+1.4290e-01	+8.6685e-01	+8.6684e-01	-6.1932e-06
+1.4300e-01	+8.6676e-01	+8.6675e-01	-6.1969e-06
+1.4310e-01	+8.6667e-01	+8.6667e-01	-6.2006e-06
+1.4320e-01	+8.6659e-01	+8.6658e-01	-6.2043e-06
+1.4330e-01	+8.6650e-01	+8.6649e-01	-6.2080e-06
+1.4340e-01	+8.6641e-01	+8.6641e-01	-6.2117e-06
+1.4350e-01	+8.6633e-01	+8.6632e-01	-6.2155e-06
+1.4360e-01	+8.6624e-01	+8.6623e-01	-6.2192e-06
+1.4370e-01	+8.6615e-01	+8.6615e-01	-6.2229e-06
+1.4380e-01	+8.6607e-01	+8.6606e-01	-6.2266e-06
+1.4390e-01	+8.6598e-01	+8.6597e-01	-6.2303e-06
+1.4400e-01	+8.6589e-01	+8.6589e-01	-6.2340e-06
+1.4410e-01	+8.6581e-01	+8.6580e-01	-6.2377e-06
+1.4420e-01	+8.6572e-01	+8.6571e-01	-6.2414e-06
+1.4430e-01	+8.6563e-01	+8.6563e-01	-6.2451e-06
+1.4440e-01	+8.6555e-01	+8.6554e-01	-6.2488e-06
+1.4450e-01	+8.6546e-01	+8.6545e-01	-6.2525e-06
+1.4460e-01	+8.6537e-01	+8.6537e-01	-6.2562e-06
